Sr. No.,Tag ID,Chassis/ Vehicle No,NPCI Vehicle Class,Vehicle Class Desc,Plaza Name,Pass Id,Pass Scheme,Pass Type,Pass Name,Start Effective Date,End Effective Date,Trips Allowed,Trips Taken,Channel,Issuance Date,Renewal Dt,Issuance Fees (Rs.),Payment Mode,Payment status,Stlmnt Dt,Stlmnt Amt (Rs.),Stlmnt Status,Current Status,Issued By,NPCI Plaza Id,AutoRenewal,Old Pass Id,New Pass Id,A,B
584,34161FA820328AA209DAD100,UP37L9813,VC4,Car / Jeep / Van,Kurana Toll Plaza,14160650,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,7/2/2023 0:00,28/02/2023 00:00:00,9999,4,Concessionaire,7/2/2023 11:48,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
585,34161FA820328AA2095B5BC0,UP37L1048,VC4,Car / Jeep / Van,Kurana Toll Plaza,14002767,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,13,Concessionaire,1/2/2023 13:07,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
586,34161FA820328AA2086CF920,UP13BM4654,VC4,Car / Jeep / Van,Kurana Toll Plaza,14033857,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,12,Concessionaire,2/2/2023 3:12,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
587,34161FA820328AA208210280,UP37C3587,VC4,Car / Jeep / Van,Kurana Toll Plaza,13999832,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,4,Concessionaire,1/2/2023 12:34,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
588,34161FA820328AA208204140,UP13AV1820,VC4,Car / Jeep / Van,Kurana Toll Plaza,14005529,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,13,Concessionaire,1/2/2023 13:49,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
589,34161FA820328AA208200F60,UP37D9119,VC4,Car / Jeep / Van,Kurana Toll Plaza,14044332,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,11,Concessionaire,2/2/2023 11:13,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
590,34161FA820328AA207D90180,DL3CBL6961,VC4,Car / Jeep / Van,Kurana Toll Plaza,13996507,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,3,Concessionaire,1/2/2023 11:47,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
591,34161FA820328AA207D6E0A0,UP13BB8143,VC4,Car / Jeep / Van,Kurana Toll Plaza,14578156,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,12,Concessionaire,28/02/2023 14:35:37,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
592,34161FA820328AA207D6E0A0,UP13BB8143,VC4,Car / Jeep / Van,Kurana Toll Plaza,14143729,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,6/2/2023 0:00,28/02/2023 00:00:00,9999,1,Concessionaire,6/2/2023 14:07,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
593,34161FA820328AA207D6E040,DL9CY5498,VC4,Car / Jeep / Van,Kurana Toll Plaza,14028140,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,51,Self,1/2/2023 21:33,N/A,315,,Success,2/2/2023,315,Settled,EXPIRED,Online,320077,NO,N/A,N/A,N/A,N/A
594,34161FA820328AA207D6E040,DL9CY5498,VC4,Car / Jeep / Van,Kurana Toll Plaza,14558002,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,28,Concessionaire,28/02/2023 10:39:34,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
595,34161FA820328AA207D6E000,UP13BJ5794,VC4,Car / Jeep / Van,Kurana Toll Plaza,14578275,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,61,Concessionaire,28/02/2023 14:36:21,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
596,34161FA820328AA207D6E000,UP13BJ5794,VC4,Car / Jeep / Van,Kurana Toll Plaza,14142837,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,6/2/2023 0:00,28/02/2023 00:00:00,9999,44,Concessionaire,6/2/2023 13:31,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
597,34161FA820328AA207B02F60,DL6CP0994,VC4,Car / Jeep / Van,Kurana Toll Plaza,14044451,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,12,Concessionaire,2/2/2023 11:15,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
598,34161FA820328AA2078D9B00,UP375826,VC4,Car / Jeep / Van,Kurana Toll Plaza,14143792,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,6/2/2023 0:00,28/02/2023 00:00:00,9999,5,Concessionaire,6/2/2023 14:08,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
599,34161FA820328AA2078879A0,UP14CL0652,VC4,Car / Jeep / Van,Kurana Toll Plaza,14551556,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,0,Concessionaire,28/02/2023 09:52:42,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
600,34161FA820328AA207887960,UP13BP8809,VC4,Car / Jeep / Van,Kurana Toll Plaza,14097777,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,4/2/2023 0:00,28/02/2023 00:00:00,9999,20,Concessionaire,4/2/2023 11:12,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
601,34161FA820328AA207887940,UP13U4382,VC4,Car / Jeep / Van,Kurana Toll Plaza,14457768,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,0,Self,24/02/2023 17:30:05,N/A,315,,Success,25/02/2023,315,Settled,EXPIRED,Online,320077,NO,N/A,N/A,N/A,N/A
602,34161FA820328AA207887940,UP13U4382,VC4,Car / Jeep / Van,Kurana Toll Plaza,14242242,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,11/2/2023 0:00,28/02/2023 00:00:00,9999,15,Concessionaire,11/2/2023 13:52,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
603,34161FA820328AA20782DB60,UP374355,VC4,Car / Jeep / Van,Kurana Toll Plaza,14432112,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,23/02/2023 00:00:00,28/02/2023 00:00:00,9999,2,Concessionaire,23/02/2023 08:30:30,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
604,34161FA820328AA207700420,UP14DF3057,VC4,Car / Jeep / Van,Kurana Toll Plaza,14546334,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,2,Concessionaire,28/02/2023 09:27:47,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
605,34161FA820328AA2076EC1E0,UP37A8181,VC4,Car / Jeep / Van,Kurana Toll Plaza,14013498,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,15,Concessionaire,1/2/2023 15:50,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
606,34161FA820328AA207589200,UP37Q3832,VC4,Car / Jeep / Van,Kurana Toll Plaza,14270395,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,13/02/2023 00:00:00,28/02/2023 00:00:00,9999,5,Concessionaire,13/02/2023 12:27:14,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
607,34161FA820328AA207509F40,UP37Q9576,VC4,Car / Jeep / Van,Kurana Toll Plaza,14187915,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,8/2/2023 0:00,28/02/2023 00:00:00,9999,9,Concessionaire,8/2/2023 15:20,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
608,34161FA820328AA2075053E0,UP14DP0155,VC4,Car / Jeep / Van,Kurana Toll Plaza,14558489,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,39,Self,28/02/2023 10:49:51,N/A,315,,Success,1/3/2023,315,Settled,EXPIRED,Online,320077,NO,N/A,N/A,N/A,N/A
609,34161FA820328AA207442980,UP13X7200,VC4,Car / Jeep / Van,Kurana Toll Plaza,13983515,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,12,Concessionaire,1/2/2023 9:40,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
610,34161FA820328AA207434440,UP16BU5775,VC4,Car / Jeep / Van,Kurana Toll Plaza,14002123,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,2,Concessionaire,1/2/2023 13:03,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
611,34161FA820328AA2073CCC40,UP13AS4870,VC4,Car / Jeep / Van,Kurana Toll Plaza,13995746,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,13,Concessionaire,1/2/2023 11:39,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
612,34161FA820328AA2073CA7E0,UP16AB0024,VC4,Car / Jeep / Van,Kurana Toll Plaza,13994126,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,22,Concessionaire,1/2/2023 11:22,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
613,34161FA820328AA207130620,UP37Q3224,VC4,Car / Jeep / Van,Kurana Toll Plaza,14001086,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,7,Concessionaire,1/2/2023 12:42,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
614,34161FA820328AA207130300,UP14AS0816,VC4,Car / Jeep / Van,Kurana Toll Plaza,13988301,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,4,Concessionaire,1/2/2023 10:25,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
615,34161FA820328AA206F69100,UP37E0576,VC4,Car / Jeep / Van,Kurana Toll Plaza,14575660,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,2,Concessionaire,28/02/2023 14:19:36,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
616,34161FA820328AA206F69100,UP37E0576,VC4,Car / Jeep / Van,Kurana Toll Plaza,14139951,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,6/2/2023 0:00,28/02/2023 00:00:00,9999,10,Concessionaire,6/2/2023 11:33,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
617,34161FA820328AA206C8ED20,UP13AV9547,VC4,Car / Jeep / Van,Kurana Toll Plaza,14056713,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,20,Concessionaire,2/2/2023 16:38,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
618,34161FA820328AA206C8E7E0,UP37L3885,VC4,Car / Jeep / Van,Kurana Toll Plaza,14012935,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,26,Concessionaire,1/2/2023 15:39,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
619,34161FA820328AA206C8B300,UP37J4981,VC4,Car / Jeep / Van,Kurana Toll Plaza,14588041,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,12,Concessionaire,28/02/2023 16:33:34,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
620,34161FA820328AA2068EE320,UP14AU9395,VC4,Car / Jeep / Van,Kurana Toll Plaza,14094681,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,4/2/2023 0:00,28/02/2023 00:00:00,9999,0,Concessionaire,4/2/2023 9:33,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
621,34161FA820328AA2068EDFC0,UP37M8177,VC4,Car / Jeep / Van,Kurana Toll Plaza,13986794,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,27,Concessionaire,1/2/2023 10:09,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
622,34161FA820328AA2068EDCC0,UP15DR1389,VC4,Car / Jeep / Van,Kurana Toll Plaza,13990660,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,42,Concessionaire,1/2/2023 10:44,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
623,34161FA820328AA2065D54A0,UP14ED3605,VC4,Car / Jeep / Van,Kurana Toll Plaza,13991532,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,14,Concessionaire,1/2/2023 10:56,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
624,34161FA820328AA20635B5C0,UP37M7951,VC4,Car / Jeep / Van,Kurana Toll Plaza,14104891,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,4/2/2023 0:00,28/02/2023 00:00:00,9999,6,Concessionaire,4/2/2023 15:17,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
625,34161FA820328AA206357600,UP37J2535,VC4,Car / Jeep / Van,Kurana Toll Plaza,14270269,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,13/02/2023 00:00:00,28/02/2023 00:00:00,9999,3,Concessionaire,13/02/2023 12:13:24,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
626,34161FA820328AA2060D4E20,UP16Y1203,VC4,Car / Jeep / Van,Kurana Toll Plaza,14053408,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,0,Concessionaire,2/2/2023 15:05,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
627,34161FA820328AA2060C61C0,DL1CM2639,VC4,Car / Jeep / Van,Kurana Toll Plaza,14041266,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,14,Concessionaire,2/2/2023 10:15,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
628,34161FA820328AA204A1ED00,UP13AU0399,VC4,Car / Jeep / Van,Kurana Toll Plaza,13985001,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,12,Concessionaire,1/2/2023 9:56,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
629,34161FA820328AA204A1C040,UP13N5616,VC4,Car / Jeep / Van,Kurana Toll Plaza,13984241,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,30,Concessionaire,1/2/2023 9:47,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
630,34161FA820328AA204A1B7C0,DL1CAB9054,VC4,Car / Jeep / Van,Kurana Toll Plaza,14496070,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,48,Self,27/02/2023 06:20:02,N/A,315,,Success,28/02/2023,315,Settled,EXPIRED,Online,320077,NO,N/A,N/A,N/A,N/A
631,34161FA820328AA204A1B720,UP37D7460,VC4,Car / Jeep / Van,Kurana Toll Plaza,14038926,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,2/2/2023 0:00,28/02/2023 00:00:00,9999,13,Concessionaire,2/2/2023 9:29,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
632,34161FA820328AA204961CE0,UP13BF6179,VC4,Car / Jeep / Van,Kurana Toll Plaza,14004304,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,37,Concessionaire,1/2/2023 13:33,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
633,34161FA820328AA204739B40,UP13AW2702,VC4,Car / Jeep / Van,Kurana Toll Plaza,14562892,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,5,Concessionaire,28/02/2023 12:21:42,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
634,34161FA820328AA204580140,UP13AR0211,VC4,Car / Jeep / Van,Kurana Toll Plaza,14204294,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,9/2/2023 0:00,28/02/2023 00:00:00,9999,7,Concessionaire,9/2/2023 13:15,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
635,34161FA820328AA204519380,UP37A3174,VC4,Car / Jeep / Van,Kurana Toll Plaza,14220014,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,10/2/2023 0:00,28/02/2023 00:00:00,9999,4,Concessionaire,10/2/2023 9:27,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
636,34161FA820328AA203D17D80,UP13AV2916,VC4,Car / Jeep / Van,Kurana Toll Plaza,14092584,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,4/2/2023 0:00,28/02/2023 00:00:00,9999,31,Concessionaire,4/2/2023 7:05,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
637,34161FA820328AA203C8AE20,DL8CU2180,VC4,Car / Jeep / Van,Kurana Toll Plaza,14165004,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,7/2/2023 0:00,28/02/2023 00:00:00,9999,13,Concessionaire,7/2/2023 15:16,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
638,34161FA820328AA203A2CA60,UP14EE9574,VC4,Car / Jeep / Van,Kurana Toll Plaza,13976244,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,12,Concessionaire,1/2/2023 8:21,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
639,34161FA820328AA203A01220,UP13AX8804,VC4,Car / Jeep / Van,Kurana Toll Plaza,14000850,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,3,Concessionaire,1/2/2023 12:39,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
640,34161FA820328AA2033B71E0,DL1CX4929,VC4,Car / Jeep / Van,Kurana Toll Plaza,13976159,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,4,Concessionaire,1/2/2023 8:20,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
641,34161FA820328AA2033B6820,UP13BB9288,VC4,Car / Jeep / Van,Kurana Toll Plaza,13996555,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,49,Concessionaire,1/2/2023 11:48,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
642,34161FA820328AA2033B6820,UP13BB9288,VC4,Car / Jeep / Van,Kurana Toll Plaza,14587301,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/3/2023 0:00,31/03/2023 00:00:00,9999,63,Concessionaire,28/02/2023 16:14:46,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
643,34161FA820328AA2033B59E0,UP374422,VC4,Car / Jeep / Van,Kurana Toll Plaza,13986616,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,53,Concessionaire,1/2/2023 10:08,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
644,34161FA820328AA2032E2220,UP37M2754,VC4,Car / Jeep / Van,Kurana Toll Plaza,14013538,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,6,Concessionaire,1/2/2023 15:51,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
645,34161FA820328AA2032DE260,UP37B6445,VC4,Car / Jeep / Van,Kurana Toll Plaza,13984019,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,14,Concessionaire,1/2/2023 9:44,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
646,34161FA820328AA203230220,UP14EN5599,VC4,Car / Jeep / Van,Kurana Toll Plaza,14006107,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,46,Concessionaire,1/2/2023 14:00,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
647,34161FA820328AA20322D7A0,UP37D3414,VC4,Car / Jeep / Van,Kurana Toll Plaza,14125279,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,5/2/2023 0:00,28/02/2023 00:00:00,9999,4,Concessionaire,5/2/2023 15:40,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
648,34161FA820328AA203228400,UP37L5050,VC4,Car / Jeep / Van,Kurana Toll Plaza,14105674,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,4/2/2023 0:00,28/02/2023 00:00:00,9999,8,Concessionaire,4/2/2023 15:47,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
649,34161FA820328AA2032283E0,UP37D4156,VC4,Car / Jeep / Van,Kurana Toll Plaza,13989699,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,11,Concessionaire,1/2/2023 10:37,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
650,34161FA820328AA202E91A40,HR29AB7776,VC4,Car / Jeep / Van,Kurana Toll Plaza,14203894,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,9/2/2023 0:00,28/02/2023 00:00:00,9999,24,Concessionaire,9/2/2023 12:55,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR1,320077,NO,N/A,N/A,N/A,N/A
651,34161FA820328AA202DBB480,UP37F2051,VC4,Car / Jeep / Van,Kurana Toll Plaza,14165014,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,7/2/2023 0:00,28/02/2023 00:00:00,9999,8,Concessionaire,7/2/2023 15:17,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
652,34161FA820328AA202DB9340,UP13BL1769,VC4,Car / Jeep / Van,Kurana Toll Plaza,13981553,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,42,Concessionaire,1/2/2023 9:23,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
653,34161FA820328AA202CB5BC0,UP37E2000,VC4,Car / Jeep / Van,Kurana Toll Plaza,13988429,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,1/2/2023 0:00,28/02/2023 00:00:00,9999,35,Concessionaire,1/2/2023 10:27,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
654,34161FA820328AA202CB4640,UP37L5100,VC4,Car / Jeep / Van,Kurana Toll Plaza,14268044,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,13/02/2023 00:00:00,28/02/2023 00:00:00,9999,8,Self,13/02/2023 10:20:02,N/A,315,,Success,14/02/2023,315,Settled,EXPIRED,Online,320077,NO,N/A,N/A,N/A,N/A
655,34161FA820328AA202C01D60,HR26DG8879,VC4,Car / Jeep / Van,Kurana Toll Plaza,14358767,Monthly Pass Non Comm,MP,Monthly Pass Non Comm,18/02/2023 00:00:00,28/02/2023 00:00:00,9999,4,Concessionaire,18/02/2023 14:17:50,N/A,315,,Success,N/A,N/A,N/A,EXPIRED,139773.KUR2,320077,NO,N/A,N/A,N/A,N/A
